layer,topic_id,label,l3_final_l2,x,y,is_hardware
Science,SCIENCE-REF-1178,Scale-Free Network,Mathematical and information-theoretic foundations,3.6186156,2.5452023,False
Science,SCIENCE-REF-1202,Shannon Entropy,Mathematical and information-theoretic foundations,3.0221686,2.2170336,False
Science,SCIENCE-REF-1205,Signal-to-Noise Ratio,Mathematical and information-theoretic foundations,4.675015,-1.1876982,False
Science,SCIENCE-REF-1234,Space Complexity,Mathematical and information-theoretic foundations,2.937298,2.0549066,False
Science,SCIENCE-REF-1265,Synaptic Weight,Mathematical and information-theoretic foundations,4.4664607,2.9319143,False
Science,SCIENCE-REF-1275,Tension,Mathematical and information-theoretic foundations,3.0714126,2.5025928,False
Science,SCIENCE-REF-1290,Topological Data Analysis,Mathematical and information-theoretic foundations,3.5379968,1.5279729,False
Science,SCIENCE-REF-1302,Uncertainty Principle,Mathematical and information-theoretic foundations,3.145769,2.0226247,False
Science,SCIENCE-REF-1324,VC dimension,Mathematical and information-theoretic foundations,3.1909273,1.9078172,False
Science,SCIENCE-REF-1332,Visual Analytics,Mathematical and information-theoretic foundations,3.5802934,1.4869506,False
Science,SCIENCE-REF-1337,Wasserstein Distance,Mathematical and information-theoretic foundations,3.5911014,1.5391691,False
Science,SCIENCE-REF-1343,Whisker Boxplot,Mathematical and information-theoretic foundations,3.5254133,1.4879243,False
Science,SCIENCE-REF-0585,Catastrophic Forgetting,Model training pathologies,4.088667,2.4550061,False
Science,SCIENCE-REF-0609,Combinatorial Explosion,Model training pathologies,2.3675396,2.6740482,False
Science,SCIENCE-REF-0665,Data Drift,Model training pathologies,3.5545726,1.2433465,False
Science,SCIENCE-REF-0737,Emergent Behavior,Model training pathologies,2.1483538,2.964028,False
Science,SCIENCE-REF-0810,Gradient Vanishing,Model training pathologies,4.0535254,2.185001,False
Science,SCIENCE-REF-0969,Model Collapse,Model training pathologies,3.6880522,2.1144726,False
Science,SCIENCE-REF-1051,Optimization Landscape,Model training pathologies,3.760444,1.9928887,False
Science,SCIENCE-REF-1055,Overfitting,Model training pathologies,4.0865116,2.2022412,False
Science,SCIENCE-REF-1301,Uncanny Valley,Model training pathologies,3.6885448,2.2052,False
Science,SCIENCE-REF-1304,Underfitting,Model training pathologies,3.9257534,2.125799,False
Science,SCIENCE-REF-1318,Vanishing Gradient,Model training pathologies,4.0333443,2.1808841,False
Science,SCIENCE-REF-0764,exploding gradient problem,Model training pathologies,2.328762,2.752985,False
Science,SCIENCE-REF-1319,vanishing gradient problem,Model training pathologies,4.066932,2.2168982,False
Science,SCIENCE-REF-0752,Ethical Calculus,Moral philosophy and economic theory,0.2500069,3.9658828,False
Science,SCIENCE-REF-0819,Hard Determinism,Moral philosophy and economic theory,1.3133165,2.9612482,False
Science,SCIENCE-REF-0823,Heuristic,Moral philosophy and economic theory,2.2467945,2.4378307,False
Science,SCIENCE-REF-0830,Homo Economicus,Moral philosophy and economic theory,1.8599379,2.466026,False
Science,SCIENCE-REF-0873,Intentional Stance,Moral philosophy and economic theory,1.7500861,2.9607038,False
Science,SCIENCE-REF-0898,Laplace's Demon,Moral philosophy and economic theory,2.4836595,2.6175685,False
Science,SCIENCE-REF-0937,Marginal Utility,Moral philosophy and economic theory,2.6622398,2.0570676,False
Science,SCIENCE-REF-1012,Neo-Luddism,Moral philosophy and economic theory,0.39005342,1.9851433,False
Science,SCIENCE-REF-1013,Neoclassical Economics,Moral philosophy and economic theory,0.9000416,2.1338995,False
Science,SCIENCE-REF-1027,Nihilism,Moral philosophy and economic theory,0.45462438,3.5281477,False
Science,SCIENCE-REF-1036,Nudge Theory,Moral philosophy and economic theory,1.5161715,2.763717,False
Science,SCIENCE-REF-1043,Ontological Argument,Moral philosophy and economic theory,2.4084618,3.7311153,False
Science,SCIENCE-REF-1058,Paradigm Shift,Moral philosophy and economic theory,1.1162416,2.626073,False
Science,SCIENCE-REF-1070,Philosophy of Mind,Moral philosophy and economic theory,1.7954893,3.3047094,False
Science,SCIENCE-REF-1071,Physical Symbol System Hypothesis,Moral philosophy and economic theory,3.202437,3.2900972,False
Science,SCIENCE-REF-1099,Prisoner's Dilemma,Moral philosophy and economic theory,1.8725537,2.349661,False
Science,SCIENCE-REF-1124,Rational Actor Model,Moral philosophy and economic theory,1.8713218,2.505053,False
Science,SCIENCE-REF-1130,Reductionism,Moral philosophy and economic theory,2.489308,2.6845207,False
Science,SCIENCE-REF-1175,Satisficing,Moral philosophy and economic theory,1.6596053,2.8074777,False
Science,SCIENCE-REF-1188,Self-Fulfilling Prophecy,Moral philosophy and economic theory,1.8635968,2.2903788,False
Science,SCIENCE-REF-1208,Simulation Hypothesis,Moral philosophy and economic theory,2.7724059,2.9177206,False
Science,SCIENCE-REF-1211,Singularity,Moral philosophy and economic theory,0.9364379,2.854209,False
Science,SCIENCE-REF-1221,Social Contract,Moral philosophy and economic theory,-0.9255857,2.021849,False
Science,SCIENCE-REF-1230,Soft Determinism,Moral philosophy and economic theory,0.97480685,3.2914178,False
Science,SCIENCE-REF-1273,Teleology,Moral philosophy and economic theory,1.1556746,3.3086128,False
Science,SCIENCE-REF-1292,Tragedy of the Commons,Moral philosophy and economic theory,1.222544,2.3959749,False
Science,SCIENCE-REF-1310,Utilitarianism,Moral philosophy and economic theory,0.41244122,3.92436,False
Science,SCIENCE-REF-1349,Zero-Sum Game,Moral philosophy and economic theory,1.8907232,2.3624582,False
Science,SCIENCE-REF-0489,Adam optimizer,Neural networks and deep learning,4.644947,1.8352607,False
Science,SCIENCE-REF-0541,Attractor Network,Neural networks and deep learning,4.439968,2.9955153,False
Science,SCIENCE-REF-0682,Deep Learning,Neural networks and deep learning,4.9467287,2.6281083,False
Science,SCIENCE-REF-0684,Deep Reinforcement Learning,Neural networks and deep learning,4.859249,2.3627381,False
Science,SCIENCE-REF-0708,Directed Acyclic Graph,Neural networks and deep learning,4.3311977,2.8918066,False
Science,SCIENCE-REF-0731,Ego Network,Neural networks and deep learning,4.1983914,2.9959369,False
Science,SCIENCE-REF-0800,Generative Adversarial Networks,Neural networks and deep learning,5.745298,0.3073864,False
Science,SCIENCE-REF-0997,Multimodal Deep Learning,Neural networks and deep learning,5.4784684,1.2768853,False
Science,SCIENCE-REF-1018,Neural Network Architecture,Neural networks and deep learning,4.6519566,2.9705884,False
Science,SCIENCE-REF-1019,Neural Networks,Neural networks and deep learning,4.4670854,2.8986263,False
Science,SCIENCE-REF-1022,Neuro-Symbolic Reasoning,Neural networks and deep learning,3.3523655,3.4380858,False
Science,SCIENCE-REF-1029,Node,Neural networks and deep learning,4.0973454,2.9388313,False
Science,SCIENCE-REF-1066,Perceptron,Neural networks and deep learning,4.7905664,2.9306037,False
Science,SCIENCE-REF-1072,Physics-Informed Neural Networks,Neural networks and deep learning,4.439769,2.735022,False
Science,SCIENCE-REF-1189,Self-Organizing Map,Neural networks and deep learning,4.7615347,1.7604365,False
Science,SCIENCE-REF-1238,Spiking Neural Network,Neural networks and deep learning,4.6575265,3.2772667,False
Science,SCIENCE-REF-1295,Transformer Architectures,Neural networks and deep learning,5.068491,2.6252956,False
Science,SCIENCE-REF-0483,activation function,Neural networks and deep learning,4.520993,2.6697907,False
Science,SCIENCE-REF-0536,artificial neural network,Neural networks and deep learning,4.5625687,3.0592468,False
Science,SCIENCE-REF-0545,autoencoder,Neural networks and deep learning,4.978585,1.0976129,False
Science,SCIENCE-REF-0558,batch normalization,Neural networks and deep learning,4.512954,2.3790267,False
Science,SCIENCE-REF-0644,convolutional neural network,Neural networks and deep learning,4.92682,2.972222,False
Science,SCIENCE-REF-0683,deep Q-network,Neural networks and deep learning,4.84755,2.7173414,False
Science,SCIENCE-REF-0680,deep belief network,Neural networks and deep learning,4.865563,2.7646527,False
Science,SCIENCE-REF-0720,dropout regularization,Neural networks and deep learning,4.491072,2.4307868,False
Science,SCIENCE-REF-0733,embedding space,Neural networks and deep learning,4.9045687,0.63890094,False
Science,SCIENCE-REF-0743,encoder-decoder architecture,Neural networks and deep learning,5.093074,0.99878174,False
Science,SCIENCE-REF-0795,gated recurrent unit,Neural networks and deep learning,4.8473077,3.2982998,False
Science,SCIENCE-REF-0799,generative adversarial network,Neural networks and deep learning,5.776574,0.30407688,False
Science,SCIENCE-REF-0811,graph neural network,Neural networks and deep learning,4.484614,3.0510414,False
Science,SCIENCE-REF-0891,knowledge graph,Neural networks and deep learning,3.3604624,3.031402,False
Science,SCIENCE-REF-0904,layer normalization,Neural networks and deep learning,4.57021,2.4410844,False
Science,SCIENCE-REF-0921,long short-term memory,Neural networks and deep learning,4.820692,3.0483592,False
Science,SCIENCE-REF-0965,mixture of experts,Neural networks and deep learning,5.1469965,2.5089097,False
Science,SCIENCE-REF-0993,multi-head attention,Neural networks and deep learning,5.29552,2.2969997,False
Science,SCIENCE-REF-0995,multilayer perceptron,Neural networks and deep learning,4.9345393,2.9554327,False
Science,SCIENCE-REF-1015,neural architecture search,Neural networks and deep learning,4.5455317,2.8952563,False
Science,SCIENCE-REF-1059,parallel distributed processing,Neural networks and deep learning,3.770401,3.568697,False
Science,SCIENCE-REF-1127,rectified linear unit,Neural networks and deep learning,4.7478275,2.8838642,False
Science,SCIENCE-REF-1128,recurrent neural network,Neural networks and deep learning,4.811855,3.2175405,False
Science,SCIENCE-REF-1149,residual connection,Neural networks and deep learning,4.914537,2.7949731,False
Science,SCIENCE-REF-1187,self-attention mechanism,Neural networks and deep learning,4.276167,3.1359594,False
Science,SCIENCE-REF-1192,semantic network,Neural networks and deep learning,3.5933075,3.1707284,False
Science,SCIENCE-REF-1239,spreading activation,Neural networks and deep learning,3.4738872,3.2837334,False
Science,SCIENCE-REF-1294,transformer architecture,Neural networks and deep learning,5.239784,2.6971254,False
Science,SCIENCE-REF-1305,universal approximation theorem,Neural networks and deep learning,4.1548643,2.9190972,False
Science,SCIENCE-REF-1321,variational autoencoder,Neural networks and deep learning,4.793525,0.946452,False
Science,SCIENCE-REF-0476,A* search algorithm,"Optimization, inference, and evaluation methods",2.7219636,1.9021788,False
Science,SCIENCE-REF-0561,Bayesian inference,"Optimization, inference, and evaluation methods",3.1912773,2.944934,False
Science,SCIENCE-REF-0562,Bayesian network,"Optimization, inference, and evaluation methods",3.439671,2.578351,False
Science,SCIENCE-REF-0642,Convergence,"Optimization, inference, and evaluation methods",3.1933453,1.8904881,False
Science,SCIENCE-REF-0694,Deterministic Algorithm,"Optimization, inference, and evaluation methods",2.906111,1.6361892,False
Science,SCIENCE-REF-0756,Evolutionary Algorithm,"Optimization, inference, and evaluation methods",2.8889446,1.4606355,False
Science,SCIENCE-REF-0765,Exploration-Exploitation Dilemma,"Optimization, inference, and evaluation methods",2.2215111,2.0434606,False
Science,SCIENCE-REF-0796,Gaussian process,"Optimization, inference, and evaluation methods",3.609112,2.4021344,False
Science,SCIENCE-REF-0802,Genetic Algorithm,"Optimization, inference, and evaluation methods",3.0594435,1.4091407,False
Science,SCIENCE-REF-0813,Greedy Algorithm,"Optimization, inference, and evaluation methods",2.6954591,1.8208114,False
Science,SCIENCE-REF-0848,Incentive Compatibility,"Optimization, inference, and evaluation methods",0.41873974,3.2931988,False
Science,SCIENCE-REF-0887,Kalman Filter,"Optimization, inference, and evaluation methods",3.3686998,1.1141864,False
Science,SCIENCE-REF-0916,LIME,"Optimization, inference, and evaluation methods",3.3327003,2.6968515,False
Science,SCIENCE-REF-0896,Lagrangian duality,"Optimization, inference, and evaluation methods",3.3772328,2.6104891,False
Science,SCIENCE-REF-0940,Markov chain Monte Carlo,"Optimization, inference, and evaluation methods",3.546401,2.2177582,False
Science,SCIENCE-REF-0943,Markov random field,"Optimization, inference, and evaluation methods",3.5953248,2.3079014,False
Science,SCIENCE-REF-0946,Mathematical Optimization,"Optimization, inference, and evaluation methods",2.963535,1.7413732,False
Science,SCIENCE-REF-0962,Minimax Algorithm,"Optimization, inference, and evaluation methods",2.2524986,2.084225,False
Science,SCIENCE-REF-0978,Monte Carlo methods,"Optimization, inference, and evaluation methods",3.550526,2.1356373,False
Science,SCIENCE-REF-1010,Navigation Algorithm,"Optimization, inference, and evaluation methods",2.5564473,1.0797663,False
Science,SCIENCE-REF-1039,Objective Function,"Optimization, inference, and evaluation methods",3.0616653,1.7629089,False
Science,SCIENCE-REF-1049,Optimal Control,"Optimization, inference, and evaluation methods",2.7088284,1.3408866,False
Science,SCIENCE-REF-1050,Optimisation,"Optimization, inference, and evaluation methods",3.075398,1.681087,False
Science,SCIENCE-REF-1203,SHAP values,"Optimization, inference, and evaluation methods",3.2330601,2.538938,False
Science,SCIENCE-REF-1185,Search Algorithm,"Optimization, inference, and evaluation methods",2.9671102,1.4810246,False
Science,SCIENCE-REF-1207,Simulated Annealing,"Optimization, inference, and evaluation methods",3.32716,1.7794243,False
Science,SCIENCE-REF-1303,Uncertainty Quantification,"Optimization, inference, and evaluation methods",3.3270516,2.0511832,False
Science,SCIENCE-REF-0478,ablation and error analysis,"Optimization, inference, and evaluation methods",1.122159,0.24297023,False
Science,SCIENCE-REF-0479,ablation study,"Optimization, inference, and evaluation methods",1.1360734,0.26773885,False
Science,SCIENCE-REF-0557,backpropagation,"Optimization, inference, and evaluation methods",4.003552,2.0086489,False
Science,SCIENCE-REF-0567,benchmark dataset,"Optimization, inference, and evaluation methods",-0.21176602,0.2919078,False
Science,SCIENCE-REF-0579,bootstrap resampling,"Optimization, inference, and evaluation methods",3.4376516,2.4659567,False
Science,SCIENCE-REF-0583,calibration of confidence,"Optimization, inference, and evaluation methods",3.516013,2.027308,False
Science,SCIENCE-REF-0628,conjugate prior,"Optimization, inference, and evaluation methods",3.3039637,2.5726566,False
Science,SCIENCE-REF-0643,convex optimization,"Optimization, inference, and evaluation methods",3.1726613,1.6859233,False
